zipcode,month,total_rat_sightings,mature_rat_sightings,resolved_within_30_days,not_resolved_within_30_days,percent_resolved_within_30_days,median_resolution_days,average_resolution_days,p90_resolution_days,represented_inspections,inspected_restaurants,inspections_with_04k,percent_inspections_with_04k
10038,2025-02-01T00:00:00.000Z,3,3,3,0,100.00,0.5,8.13,23.88,7,7,1,14.29
10038,2025-03-01T00:00:00.000Z,8,8,8,0,100.00,5.54,4.74,11.54,13,13,1,7.69
10038,2025-04-01T00:00:00.000Z,4,4,4,0,100.00,3.04,4.42,11.58,19,17,1,5.26
10038,2025-05-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.24,1.21,18,18,1,5.56
10038,2025-06-01T00:00:00.000Z,2,2,2,0,100.00,4.15,4.15,4.21,15,15,1,6.67
10038,2025-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,11,11,0,0.00
10038,2025-08-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,13,13,0,0.00
10038,2025-09-01T00:00:00.000Z,3,3,3,0,100.00,3.17,7.67,19.83,15,15,1,6.67
10038,2025-10-01T00:00:00.000Z,null,null,null,null,null,null,null,null,13,13,0,0.00
10038,2025-11-01T00:00:00.000Z,1,1,1,0,100.00,1.0,1.00,1.00,8,8,0,0.00
10038,2025-12-01T00:00:00.000Z,7,7,7,0,100.00,0.25,3.53,10.75,14,14,0,0.00
10038,2026-01-01T00:00:00.000Z,5,5,5,0,100.00,5.58,5.28,5.79,14,14,0,0.00
10038,2026-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,16,15,0,0.00
10038,2026-03-01T00:00:00.000Z,3,3,3,0,100.00,5.75,3.88,5.88,12,12,0,0.00
10038,2026-04-01T00:00:00.000Z,1,1,1,0,100.00,29.83,29.83,29.83,12,12,0,0.00
10038,2026-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,19,19,0,0.00
10038,2026-06-01T00:00:00.000Z,1,1,0,1,0.00,40.42,40.42,40.42,16,16,0,0.00
10038,2026-07-01T00:00:00.000Z,1,1,1,0,100.00,14.25,14.25,14.25,14,13,0,0.00
10038,2026-08-01T00:00:00.000Z,1,0,0,0,null,null,null,null,29,29,1,3.45
10038,2026-09-01T00:00:00.000Z,1,0,0,0,null,null,null,null,3,3,0,0.00
10039,2025-01-01T00:00:00.000Z,14,14,14,0,100.00,0.04,0.27,0.71,2,2,0,0.00
10039,2025-02-01T00:00:00.000Z,8,8,8,0,100.00,0.63,0.69,2.67,1,1,0,0.00
10039,2025-03-01T00:00:00.000Z,10,10,10,0,100.00,0.0,1.25,1.42,1,1,0,0.00
10039,2025-04-01T00:00:00.000Z,17,17,17,0,100.00,0.21,1.08,2.83,1,1,0,0.00
10039,2025-05-01T00:00:00.000Z,14,14,14,0,100.00,0.04,0.53,1.38,2,2,0,0.00
10039,2025-06-01T00:00:00.000Z,12,12,12,0,100.00,0.38,1.73,3.67,1,1,0,0.00
10039,2025-07-01T00:00:00.000Z,23,23,23,0,100.00,0.21,1.38,2.50,null,null,null,null
10039,2025-08-01T00:00:00.000Z,13,13,13,0,100.00,0.46,0.66,1.50,null,null,null,null
10039,2025-09-01T00:00:00.000Z,11,11,11,0,100.00,0.5,0.84,2.42,4,4,0,0.00
10039,2025-10-01T00:00:00.000Z,12,12,12,0,100.00,0.46,2.30,6.50,4,4,0,0.00
10039,2025-11-01T00:00:00.000Z,3,3,3,0,100.00,1.5,1.75,3.63,null,null,null,null
10039,2025-12-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.02,0.08,3,3,0,0.00
10039,2026-01-01T00:00:00.000Z,17,17,17,0,100.00,0.38,0.66,2.67,1,1,0,0.00
10039,2026-02-01T00:00:00.000Z,16,16,15,1,93.75,0.44,6.22,6.92,null,null,null,null
10039,2026-03-01T00:00:00.000Z,16,16,16,0,100.00,0.56,0.91,2.63,2,2,0,0.00
10039,2026-04-01T00:00:00.000Z,4,4,4,0,100.00,1.06,1.38,3.38,2,2,0,0.00
10039,2026-05-01T00:00:00.000Z,8,8,6,2,75.00,2.1,12.70,51.92,null,null,null,null
10039,2026-06-01T00:00:00.000Z,14,14,11,3,78.57,2.27,13.51,40.83,3,3,0,0.00
10039,2026-07-01T00:00:00.000Z,8,8,4,4,50.00,4.33,16.29,53.33,2,1,0,0.00
10039,2026-08-01T00:00:00.000Z,13,10,7,3,70.00,4.29,7.01,21.50,null,null,null,null
10039,2026-09-01T00:00:00.000Z,3,0,0,0,null,null,null,null,2,2,0,0.00
10040,2025-01-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.45,2.50,2,2,1,50.00
10040,2025-02-01T00:00:00.000Z,5,5,5,0,100.00,0.08,0.61,1.88,8,8,1,12.50
10040,2025-03-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.50,1.83,5,5,0,0.00
10040,2025-04-01T00:00:00.000Z,9,9,9,0,100.00,0.0,1.53,12.75,7,7,1,14.29
10040,2025-05-01T00:00:00.000Z,8,8,8,0,100.00,0.42,1.74,6.42,5,5,0,0.00
10040,2025-06-01T00:00:00.000Z,14,14,14,0,100.00,0.27,3.83,7.83,5,5,0,0.00
10040,2025-07-01T00:00:00.000Z,10,10,10,0,100.00,0.98,3.40,9.88,4,4,0,0.00
10040,2025-08-01T00:00:00.000Z,11,11,11,0,100.00,0.0,0.65,1.50,11,11,1,9.09
10040,2025-09-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.10,0.58,null,null,null,null
10040,2025-10-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.13,0.75,10,10,2,20.00
10040,2025-11-01T00:00:00.000Z,9,9,9,0,100.00,1.71,1.89,4.92,5,5,1,20.00
10040,2025-12-01T00:00:00.000Z,4,4,4,0,100.00,0.31,0.85,2.79,11,11,1,9.09
10040,2026-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,6,5,0,0.00
10040,2026-02-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.38,1.79,10,10,1,10.00
10040,2026-03-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.05,0.38,8,8,0,0.00
10040,2026-04-01T00:00:00.000Z,7,7,6,1,85.71,3.77,4.88,13.13,7,7,0,0.00
10040,2026-05-01T00:00:00.000Z,9,9,8,1,88.89,8.08,12.56,37.42,13,11,0,0.00
10040,2026-06-01T00:00:00.000Z,19,19,18,1,94.74,4.0,8.29,20.21,10,10,0,0.00
10040,2026-07-01T00:00:00.000Z,4,4,4,0,100.00,8.06,11.42,23.13,6,6,0,0.00
10040,2026-08-01T00:00:00.000Z,13,6,5,1,83.33,13.29,11.43,17.29,3,3,0,0.00
10040,2026-09-01T00:00:00.000Z,5,0,0,0,null,null,null,null,2,2,0,0.00
10041,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10041,2025-11-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10041,2026-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10044,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10044,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10044,2025-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10044,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10044,2025-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10044,2025-10-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,3,3,0,0.00
10044,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10044,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10044,2026-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10044,2026-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10044,2026-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10055,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10055,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10055,2026-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10065,2025-01-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.33,2.00,5,5,2,40.00
10065,2025-02-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.28,0.83,16,16,0,0.00
10065,2025-03-01T00:00:00.000Z,2,2,2,0,100.00,0.06,0.06,0.13,9,9,1,11.11
10065,2025-04-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,19,19,0,0.00
10065,2025-05-01T00:00:00.000Z,2,2,2,0,100.00,0.92,0.92,1.83,7,7,0,0.00
10065,2025-06-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.34,2.04,11,10,1,9.09
10065,2025-07-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.83,3.46,7,7,0,0.00
10065,2025-08-01T00:00:00.000Z,4,4,4,0,100.00,0.0,1.67,6.67,10,10,0,0.00
10065,2025-09-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.50,2.50,14,14,0,0.00
10065,2025-10-01T00:00:00.000Z,6,6,6,0,100.00,0.0,2.76,16.58,22,18,0,0.00
10065,2025-11-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,9,9,1,11.11
10065,2025-12-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,23,23,0,0.00
10065,2026-01-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,10,10,0,0.00
10065,2026-02-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.46,1.83,8,8,1,12.50
10065,2026-03-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,25,25,1,4.00
10065,2026-04-01T00:00:00.000Z,4,4,4,0,100.00,0.5,1.21,3.83,11,10,1,9.09
10065,2026-05-01T00:00:00.000Z,5,5,5,0,100.00,11.79,11.43,21.71,7,6,0,0.00
10065,2026-06-01T00:00:00.000Z,2,2,2,0,100.00,6.27,6.27,6.88,14,14,0,0.00
10065,2026-07-01T00:00:00.000Z,1,1,0,1,0.00,37.33,37.33,37.33,11,11,0,0.00
10065,2026-08-01T00:00:00.000Z,2,1,1,0,100.00,6.42,6.42,6.42,15,14,1,6.67
10065,2026-09-01T00:00:00.000Z,5,0,0,0,null,null,null,null,2,1,0,0.00
10069,2025-01-01T00:00:00.000Z,1,1,1,0,100.00,0.88,0.88,0.88,null,null,null,null
10069,2025-08-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,null,null,null,null
10069,2025-09-01T00:00:00.000Z,5,5,5,0,100.00,0.0,1.51,6.75,null,null,null,null
10069,2025-10-01T00:00:00.000Z,1,1,1,0,100.00,0.96,0.96,0.96,null,null,null,null
10069,2026-03-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,null,null,null,null
10069,2026-05-01T00:00:00.000Z,2,2,2,0,100.00,13.33,13.33,13.67,null,null,null,null
10069,2026-08-01T00:00:00.000Z,2,0,0,0,null,null,null,null,null,null,null,null
10075,2025-01-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.00,0.00,5,5,1,20.00
10075,2025-02-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.78,3.13,5,5,0,0.00
10075,2025-03-01T00:00:00.000Z,12,12,12,0,100.00,0.0,1.13,5.83,6,6,0,0.00
10075,2025-04-01T00:00:00.000Z,13,13,13,0,100.00,0.0,0.65,0.38,12,12,0,0.00
10075,2025-05-01T00:00:00.000Z,7,7,7,0,100.00,1.0,1.34,4.33,2,2,0,0.00
10075,2025-06-01T00:00:00.000Z,14,14,14,0,100.00,0.0,1.10,3.75,8,8,0,0.00
10075,2025-07-01T00:00:00.000Z,8,8,8,0,100.00,0.0,1.89,6.71,6,6,0,0.00
10075,2025-08-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.30,2.38,10,10,0,0.00
10075,2025-09-01T00:00:00.000Z,5,5,5,0,100.00,0.0,1.28,6.38,null,null,null,null
10075,2025-10-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,7,7,0,0.00
10075,2025-11-01T00:00:00.000Z,4,4,4,0,100.00,3.69,3.70,7.42,8,6,0,0.00
10075,2025-12-01T00:00:00.000Z,5,5,5,0,100.00,0.0,1.05,3.33,6,6,1,16.67
10075,2026-01-01T00:00:00.000Z,4,4,3,1,75.00,0.0,0.31,0.92,6,4,0,0.00
10075,2026-02-01T00:00:00.000Z,4,4,3,1,75.00,0.25,0.86,2.33,2,2,1,50.00
10075,2026-03-01T00:00:00.000Z,5,5,5,0,100.00,0.0,1.18,3.67,11,11,0,0.00
10075,2026-04-01T00:00:00.000Z,4,4,3,1,75.00,13.25,11.94,15.38,9,9,0,0.00
10075,2026-05-01T00:00:00.000Z,5,5,4,1,80.00,5.65,5.59,8.88,2,2,0,0.00
10075,2026-06-01T00:00:00.000Z,10,10,9,1,90.00,5.67,5.50,8.79,19,18,0,0.00
10075,2026-07-01T00:00:00.000Z,8,8,8,0,100.00,8.44,8.22,15.96,2,2,0,0.00
10075,2026-08-01T00:00:00.000Z,8,5,5,0,100.00,13.17,11.87,16.71,7,7,1,14.29
10075,2026-09-01T00:00:00.000Z,7,0,0,0,null,null,null,null,null,null,null,null
10080,2025-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10080,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10103,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10103,2026-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10103,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10105,2025-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10105,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10105,2025-10-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,null,null,null,null
10105,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10105,2026-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10105,2026-07-01T00:00:00.000Z,1,1,0,1,0.00,null,null,null,null,null,null,null
10106,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10107,2025-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10110,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10111,2025-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10111,2025-10-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10111,2025-11-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10111,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10112,2025-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10112,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10112,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,5,5,0,0.00
10112,2025-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10112,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,6,6,0,0.00
10112,2025-10-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10112,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,4,0,0.00
10112,2026-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10112,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10112,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,4,0,0.00
10112,2026-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10112,2026-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10112,2026-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10112,2026-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10112,2026-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10115,2025-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10115,2026-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10116,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10116,2025-10-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10116,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10118,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10118,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10118,2025-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10118,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10118,2025-10-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10118,2026-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10118,2026-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10118,2026-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10118,2026-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10119,2025-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,5,5,0,0.00
10119,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10119,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10119,2025-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,5,5,0,0.00
10119,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,4,0,0.00
10119,2025-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10119,2025-10-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10119,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,5,5,0,0.00
10119,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10119,2026-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10119,2026-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10119,2026-08-01T00:00:00.000Z,1,1,0,1,0.00,null,null,null,6,6,0,0.00
10121,2025-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10121,2025-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,72,72,0,0.00
10121,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10121,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10121,2025-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10121,2025-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10121,2025-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10121,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10121,2025-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10121,2025-10-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10121,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10121,2026-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10121,2026-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,4,0,0.00
10121,2026-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10121,2026-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10123,2025-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10123,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10128,2025-01-01T00:00:00.000Z,12,12,12,0,100.00,0.0,0.15,0.50,10,9,0,0.00
10128,2025-02-01T00:00:00.000Z,13,13,13,0,100.00,0.0,0.54,0.88,7,7,0,0.00
10128,2025-03-01T00:00:00.000Z,22,22,22,0,100.00,0.0,0.47,1.92,10,9,1,10.00
10128,2025-04-01T00:00:00.000Z,25,25,24,1,96.00,0.0,3.80,2.92,18,18,1,5.56
10128,2025-05-01T00:00:00.000Z,28,28,28,0,100.00,0.0,1.29,3.75,9,7,0,0.00
10128,2025-06-01T00:00:00.000Z,33,33,33,0,100.00,0.0,0.84,4.13,14,14,0,0.00
10128,2025-07-01T00:00:00.000Z,25,25,25,0,100.00,0.0,0.14,0.00,6,6,0,0.00
10128,2025-08-01T00:00:00.000Z,38,38,38,0,100.00,0.0,1.09,3.88,11,11,2,18.18
10128,2025-09-01T00:00:00.000Z,28,28,28,0,100.00,0.0,1.19,5.75,10,10,1,10.00
10128,2025-10-01T00:00:00.000Z,16,16,16,0,100.00,0.63,2.73,8.17,6,6,0,0.00
10128,2025-11-01T00:00:00.000Z,14,14,14,0,100.00,0.0,1.18,4.71,4,4,0,0.00
10128,2025-12-01T00:00:00.000Z,6,6,5,1,83.33,0.0,14.62,83.25,20,20,1,5.00
10128,2026-01-01T00:00:00.000Z,18,18,18,0,100.00,0.0,1.37,6.63,17,17,0,0.00
10128,2026-02-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.02,0.13,11,11,0,0.00
10128,2026-03-01T00:00:00.000Z,18,18,18,0,100.00,0.0,0.62,2.33,23,23,3,13.04
10128,2026-04-01T00:00:00.000Z,15,15,15,0,100.00,11.54,10.23,21.46,9,7,0,0.00
10128,2026-05-01T00:00:00.000Z,13,13,13,0,100.00,4.75,6.20,10.92,17,17,0,0.00
10128,2026-06-01T00:00:00.000Z,16,16,16,0,100.00,3.63,4.70,9.04,6,6,1,16.67
10128,2026-07-01T00:00:00.000Z,17,17,17,0,100.00,9.08,9.79,18.38,11,11,1,9.09
10128,2026-08-01T00:00:00.000Z,10,5,5,0,100.00,9.83,8.11,12.38,8,8,2,25.00
10128,2026-09-01T00:00:00.000Z,11,0,0,0,null,null,null,null,6,6,1,16.67
10151,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10152,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10153,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10153,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10153,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10154,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10154,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10154,2025-09-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,null,null,null,null
10154,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10155,2025-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10155,2025-11-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,null,null,null,null
10158,2025-10-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10158,2026-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10165,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10165,2025-11-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10165,2026-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10167,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10167,2025-10-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10167,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10167,2026-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10168,2025-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10168,2026-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10169,2025-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
10169,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10169,2025-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10169,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,4,0,0.00
10169,2026-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10169,2026-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,5,5,0,0.00
10169,2026-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10171,2025-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10171,2025-11-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10172,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10172,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10172,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10173,2025-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10173,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10174,2026-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10174,2026-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10176,2025-10-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10177,2025-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10178,2025-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,null,null,null,null
10178,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10178,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10178,2025-10-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10178,2026-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10271,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10271,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10271,2026-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10271,2026-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10279,2026-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10280,2025-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10280,2025-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
10280,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
10280,2025-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,4,0,0.00
10280,2025-08-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,5,5,0,0.00
