zipcode,month,total_rat_sightings,mature_rat_sightings,resolved_within_30_days,not_resolved_within_30_days,percent_resolved_within_30_days,median_resolution_days,average_resolution_days,p90_resolution_days,represented_inspections,inspected_restaurants,inspections_with_04k,percent_inspections_with_04k
11379,2026-04-01T00:00:00.000Z,9,9,9,0,100.00,12.83,11.59,20.17,5,5,0,0.00
11379,2026-05-01T00:00:00.000Z,5,5,5,0,100.00,4.21,5.51,9.42,3,3,0,0.00
11379,2026-06-01T00:00:00.000Z,3,3,3,0,100.00,16.13,17.08,21.83,6,6,0,0.00
11379,2026-07-01T00:00:00.000Z,8,8,4,4,50.00,8.33,9.04,12.96,1,1,0,0.00
11379,2026-08-01T00:00:00.000Z,7,3,3,0,100.00,14.08,15.83,20.21,5,5,0,0.00
11379,2026-09-01T00:00:00.000Z,7,0,0,0,null,null,null,null,3,3,0,0.00
11385,2025-01-01T00:00:00.000Z,31,31,31,0,100.00,0.0,0.20,0.63,33,33,1,3.03
11385,2025-02-01T00:00:00.000Z,37,37,37,0,100.00,0.0,0.31,0.88,25,23,1,4.00
11385,2025-03-01T00:00:00.000Z,55,55,55,0,100.00,0.0,0.54,1.67,16,16,1,6.25
11385,2025-04-01T00:00:00.000Z,39,39,39,0,100.00,0.0,0.30,1.08,20,20,0,0.00
11385,2025-05-01T00:00:00.000Z,45,45,45,0,100.00,0.0,0.42,0.83,27,27,0,0.00
11385,2025-06-01T00:00:00.000Z,53,53,53,0,100.00,0.0,0.54,2.00,23,23,1,4.35
11385,2025-07-01T00:00:00.000Z,40,40,40,0,100.00,0.0,0.20,0.79,27,26,1,3.70
11385,2025-08-01T00:00:00.000Z,31,31,31,0,100.00,0.0,0.63,2.13,15,15,1,6.67
11385,2025-09-01T00:00:00.000Z,12,12,12,0,100.00,0.0,1.03,3.75,24,24,0,0.00
11385,2025-10-01T00:00:00.000Z,11,11,11,0,100.00,0.0,0.86,1.88,20,19,0,0.00
11385,2025-11-01T00:00:00.000Z,14,14,14,0,100.00,0.0,0.00,0.00,26,26,1,3.85
11385,2025-12-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.13,0.17,35,34,2,5.71
11385,2026-01-01T00:00:00.000Z,19,19,19,0,100.00,0.0,0.89,1.96,24,23,0,0.00
11385,2026-02-01T00:00:00.000Z,16,16,16,0,100.00,0.0,0.97,1.46,15,14,0,0.00
11385,2026-03-01T00:00:00.000Z,29,29,28,1,96.55,0.0,6.42,3.79,22,22,0,0.00
11385,2026-04-01T00:00:00.000Z,24,24,24,0,100.00,12.85,12.00,19.83,27,27,1,3.70
11385,2026-05-01T00:00:00.000Z,19,19,18,1,94.74,10.92,15.98,17.46,16,16,1,6.25
11385,2026-06-01T00:00:00.000Z,19,19,14,5,73.68,9.96,13.55,22.38,24,24,2,8.33
11385,2026-07-01T00:00:00.000Z,21,21,18,3,85.71,7.1,7.85,14.25,39,37,0,0.00
11385,2026-08-01T00:00:00.000Z,19,15,7,8,46.67,18.42,18.11,30.00,54,53,4,7.41
11385,2026-09-01T00:00:00.000Z,11,0,0,0,null,null,null,null,13,11,0,0.00
11411,2025-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
11411,2025-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,null,null,null,null
11411,2025-05-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,null,null,null,null
11411,2025-06-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.34,1.92,4,3,0,0.00
11411,2025-08-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,1,1,0,0.00
11411,2025-09-01T00:00:00.000Z,2,2,2,0,100.00,2.6,2.60,5.04,4,4,0,0.00
11411,2025-10-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,6,4,0,0.00
11411,2025-11-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
11411,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
11411,2026-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
11411,2026-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,7,7,0,0.00
11411,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,4,0,0.00
11411,2026-04-01T00:00:00.000Z,1,1,1,0,100.00,23.67,23.67,23.67,1,1,0,0.00
11411,2026-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,3,0,0.00
11411,2026-06-01T00:00:00.000Z,2,2,2,0,100.00,14.29,14.29,18.25,1,1,0,0.00
11411,2026-07-01T00:00:00.000Z,2,2,1,1,50.00,22.04,22.04,36.33,2,2,0,0.00
11411,2026-08-01T00:00:00.000Z,5,4,3,1,75.00,5.96,6.43,7.38,6,4,0,0.00
11412,2025-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,1,1,0,0.00
11412,2025-02-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.31,0.92,3,3,0,0.00
11412,2025-03-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,1,1,0,0.00
11412,2025-04-01T00:00:00.000Z,2,2,2,0,100.00,0.4,0.40,0.79,3,3,0,0.00
11412,2025-05-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,4,4,0,0.00
11412,2025-06-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,5,5,0,0.00
11412,2025-07-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.15,0.58,3,3,1,33.33
11412,2025-08-01T00:00:00.000Z,7,7,7,0,100.00,0.0,1.60,9.29,4,4,0,0.00
11412,2025-09-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.12,0.58,4,4,0,0.00
11412,2025-10-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.57,1.71,11,10,0,0.00
11412,2025-11-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
11412,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,10,10,0,0.00
11412,2026-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,5,5,0,0.00
11412,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
11412,2026-03-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,5,4,0,0.00
11412,2026-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,10,8,2,20.00
11412,2026-05-01T00:00:00.000Z,1,1,0,1,0.00,31.38,31.38,31.38,7,7,0,0.00
11412,2026-06-01T00:00:00.000Z,3,3,2,1,66.67,10.17,10.17,10.50,3,3,0,0.00
11412,2026-07-01T00:00:00.000Z,3,3,3,0,100.00,15.04,16.58,21.21,3,3,0,0.00
11412,2026-08-01T00:00:00.000Z,4,2,1,1,50.00,26.83,26.83,26.83,3,3,0,0.00
11412,2026-09-01T00:00:00.000Z,2,0,0,0,null,null,null,null,2,2,0,0.00
11413,2025-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,5,5,0,0.00
11413,2025-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11413,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
11413,2025-04-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.72,3.88,3,3,1,33.33
11413,2025-05-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.39,3.08,7,7,0,0.00
11413,2025-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
11413,2025-07-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.60,2.00,1,1,0,0.00
11413,2025-08-01T00:00:00.000Z,3,3,3,0,100.00,0.0,3.25,9.75,2,2,0,0.00
11413,2025-09-01T00:00:00.000Z,2,2,2,0,100.00,1.4,1.40,2.79,7,6,0,0.00
11413,2025-10-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,4,4,0,0.00
11413,2025-11-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,5,5,0,0.00
11413,2025-12-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.51,1.54,4,4,0,0.00
11413,2026-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,6,6,0,0.00
11413,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
11413,2026-03-01T00:00:00.000Z,2,2,2,0,100.00,0.17,0.17,0.33,4,4,0,0.00
11413,2026-04-01T00:00:00.000Z,5,5,3,2,60.00,22.46,34.70,88.46,4,4,0,0.00
11413,2026-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,10,7,0,0.00
11413,2026-06-01T00:00:00.000Z,2,2,2,0,100.00,4.71,4.71,5.33,6,6,0,0.00
11413,2026-07-01T00:00:00.000Z,7,7,6,1,85.71,12.98,12.37,17.50,5,5,0,0.00
11413,2026-08-01T00:00:00.000Z,11,10,0,10,0.00,null,null,null,6,6,1,16.67
11413,2026-09-01T00:00:00.000Z,1,0,0,0,null,null,null,null,6,5,0,0.00
11414,2025-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
11414,2025-03-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,3,3,0,0.00
11414,2025-04-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,5,5,0,0.00
11414,2025-05-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,10,10,0,0.00
11414,2025-06-01T00:00:00.000Z,9,9,9,0,100.00,0.13,0.28,0.83,5,5,0,0.00
11414,2025-07-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.32,0.96,4,4,0,0.00
11414,2025-08-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,9,9,0,0.00
11414,2025-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,4,0,0.00
11414,2025-10-01T00:00:00.000Z,null,null,null,null,null,null,null,null,6,6,0,0.00
11414,2025-11-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,4,0,0.00
11414,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,8,8,0,0.00
11414,2026-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
11414,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
11414,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,6,6,0,0.00
11414,2026-04-01T00:00:00.000Z,7,7,6,1,85.71,3.42,7.40,31.50,4,4,0,0.00
11414,2026-05-01T00:00:00.000Z,2,2,2,0,100.00,12.65,12.65,12.88,3,2,0,0.00
11414,2026-06-01T00:00:00.000Z,1,1,1,0,100.00,20.92,20.92,20.92,3,3,0,0.00
11414,2026-07-01T00:00:00.000Z,2,2,1,1,50.00,8.96,8.96,8.96,4,4,0,0.00
11414,2026-08-01T00:00:00.000Z,1,0,0,0,null,null,null,null,15,14,0,0.00
11414,2026-09-01T00:00:00.000Z,1,0,0,0,null,null,null,null,null,null,null,null
11415,2025-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
11415,2025-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11415,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
11415,2025-04-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,null,null,null,null
11415,2025-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
11415,2025-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
11415,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
11415,2025-09-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,7,7,0,0.00
11415,2025-10-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,1,1,0,0.00
11415,2025-11-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
11415,2025-12-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.08,0.25,6,6,0,0.00
11415,2026-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
11415,2026-02-01T00:00:00.000Z,2,2,2,0,100.00,6.65,6.65,7.92,1,1,0,0.00
11415,2026-03-01T00:00:00.000Z,11,11,11,0,100.00,0.75,1.50,3.88,null,null,null,null
11415,2026-04-01T00:00:00.000Z,4,4,4,0,100.00,1.79,3.55,10.04,6,6,0,0.00
11415,2026-05-01T00:00:00.000Z,4,4,0,4,0.00,57.42,65.07,99.83,2,2,0,0.00
11415,2026-06-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
11415,2026-07-01T00:00:00.000Z,1,1,1,0,100.00,29.88,29.88,29.88,11,10,0,0.00
11415,2026-08-01T00:00:00.000Z,2,2,0,2,0.00,null,null,null,null,null,null,null
11415,2026-09-01T00:00:00.000Z,1,0,0,0,null,null,null,null,null,null,null,null
11416,2025-01-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,4,4,0,0.00
11416,2025-02-01T00:00:00.000Z,3,3,3,0,100.00,0.0,1.68,5.04,3,3,0,0.00
11416,2025-03-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,1,1,0,0.00
11416,2025-04-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.62,3.71,5,5,0,0.00
11416,2025-05-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,5,5,0,0.00
11416,2025-06-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,6,6,0,0.00
11416,2025-07-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11416,2025-08-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,5,5,0,0.00
11416,2025-09-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,4,4,1,25.00
11416,2025-10-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11416,2025-11-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11416,2025-12-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,9,8,1,11.11
11416,2026-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,null,null,null,null
11416,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,8,8,0,0.00
11416,2026-03-01T00:00:00.000Z,3,3,2,1,66.67,0.0,12.29,36.88,2,2,0,0.00
11416,2026-04-01T00:00:00.000Z,3,3,1,2,33.33,109.0,76.97,121.92,8,8,0,0.00
11416,2026-05-01T00:00:00.000Z,3,3,0,3,0.00,39.77,39.77,45.25,6,6,0,0.00
11416,2026-06-01T00:00:00.000Z,3,3,1,2,33.33,25.67,25.67,32.00,6,6,0,0.00
11416,2026-07-01T00:00:00.000Z,1,1,1,0,100.00,15.54,15.54,15.54,4,4,0,0.00
11416,2026-08-01T00:00:00.000Z,1,1,0,1,0.00,null,null,null,null,null,null,null
11416,2026-09-01T00:00:00.000Z,1,0,0,0,null,null,null,null,3,3,0,0.00
11417,2025-01-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.14,0.71,null,null,null,null
11417,2025-02-01T00:00:00.000Z,4,4,3,1,75.00,0.0,0.00,0.00,12,12,0,0.00
11417,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,10,10,0,0.00
11417,2025-04-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.00,0.00,7,7,0,0.00
11417,2025-05-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,6,6,0,0.00
11417,2025-06-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,3,3,0,0.00
11417,2025-07-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11417,2025-08-01T00:00:00.000Z,7,7,7,0,100.00,0.0,1.05,5.42,9,9,1,11.11
11417,2025-09-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.23,1.58,5,4,0,0.00
11417,2025-10-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,8,8,0,0.00
11417,2025-11-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.28,0.83,8,6,0,0.00
11417,2025-12-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,8,8,0,0.00
11417,2026-01-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,4,4,0,0.00
11417,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,6,6,0,0.00
11417,2026-03-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,4,4,0,0.00
11417,2026-04-01T00:00:00.000Z,3,3,2,1,66.67,23.17,21.25,32.88,9,9,0,0.00
11417,2026-05-01T00:00:00.000Z,5,5,3,2,60.00,10.25,24.42,61.25,7,6,0,0.00
11417,2026-06-01T00:00:00.000Z,8,8,4,4,50.00,10.21,10.13,16.79,2,2,1,50.00
11417,2026-07-01T00:00:00.000Z,1,1,1,0,100.00,15.96,15.96,15.96,7,6,0,0.00
11417,2026-08-01T00:00:00.000Z,5,3,0,3,0.00,null,null,null,2,2,0,0.00
11417,2026-09-01T00:00:00.000Z,1,0,0,0,null,null,null,null,4,4,0,0.00
11418,2025-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,10,10,2,20.00
11418,2025-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,1,1,0,0.00
11418,2025-03-01T00:00:00.000Z,2,2,2,0,100.00,0.02,0.02,0.04,6,6,0,0.00
11418,2025-04-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,4,4,0,0.00
11418,2025-05-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,9,9,0,0.00
11418,2025-06-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.58,2.33,null,null,null,null
11418,2025-07-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11418,2025-08-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.99,2.96,4,4,1,25.00
11418,2025-09-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.26,0.79,4,4,0,0.00
11418,2025-10-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,7,7,1,14.29
11418,2025-11-01T00:00:00.000Z,null,null,null,null,null,null,null,null,8,7,1,12.50
11418,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,11,11,0,0.00
11418,2026-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,6,6,0,0.00
11418,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,9,9,0,0.00
11418,2026-03-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,11,10,0,0.00
11418,2026-04-01T00:00:00.000Z,2,2,1,1,50.00,27.85,27.85,32.25,10,8,0,0.00
11418,2026-05-01T00:00:00.000Z,2,2,1,1,50.00,58.58,58.58,98.42,8,8,0,0.00
11418,2026-06-01T00:00:00.000Z,1,1,1,0,100.00,13.83,13.83,13.83,9,9,0,0.00
11418,2026-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,9,8,1,11.11
11418,2026-08-01T00:00:00.000Z,5,3,1,2,33.33,19.38,19.38,19.38,5,5,0,0.00
11418,2026-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,5,5,0,0.00
11419,2025-01-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.13,0.50,12,12,1,8.33
11419,2025-02-01T00:00:00.000Z,2,2,2,0,100.00,0.38,0.38,0.75,2,2,0,0.00
11419,2025-03-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.83,4.83,12,12,1,8.33
11419,2025-04-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.25,1.75,10,10,0,0.00
11419,2025-05-01T00:00:00.000Z,8,8,8,0,100.00,0.1,0.71,2.63,6,6,0,0.00
11419,2025-06-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.95,2.21,6,5,0,0.00
11419,2025-07-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.00,0.00,8,8,1,12.50
11419,2025-08-01T00:00:00.000Z,2,2,2,0,100.00,1.0,1.00,2.00,12,10,0,0.00
11419,2025-09-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.30,2.13,18,17,1,5.56
11419,2025-10-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,6,6,2,33.33
11419,2025-11-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,20,17,2,10.00
11419,2025-12-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,17,16,1,5.88
11419,2026-01-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,9,9,1,11.11
11419,2026-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,9,7,0,0.00
11419,2026-03-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.35,1.04,12,10,0,0.00
11419,2026-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,6,6,0,0.00
11419,2026-05-01T00:00:00.000Z,4,4,4,0,100.00,20.65,21.81,28.08,10,10,0,0.00
11419,2026-06-01T00:00:00.000Z,2,2,2,0,100.00,15.67,15.67,22.96,11,11,0,0.00
11419,2026-07-01T00:00:00.000Z,1,1,1,0,100.00,3.92,3.92,3.92,11,11,0,0.00
11419,2026-08-01T00:00:00.000Z,5,2,0,2,0.00,null,null,null,13,13,0,0.00
11419,2026-09-01T00:00:00.000Z,2,0,0,0,null,null,null,null,3,3,0,0.00
11420,2025-01-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,7,7,1,14.29
11420,2025-02-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,3,3,0,0.00
11420,2025-03-01T00:00:00.000Z,2,2,2,0,100.00,0.79,0.79,0.83,5,5,1,20.00
11420,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,4,0,0.00
11420,2025-05-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,9,9,0,0.00
11420,2025-06-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.00,0.00,5,5,0,0.00
11420,2025-07-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.01,0.04,1,1,0,0.00
11420,2025-08-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,7,6,1,14.29
11420,2025-09-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,8,8,0,0.00
11420,2025-10-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,8,7,1,12.50
11420,2025-11-01T00:00:00.000Z,null,null,null,null,null,null,null,null,9,8,0,0.00
11420,2025-12-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.01,0.04,10,10,0,0.00
11420,2026-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,9,9,0,0.00
11420,2026-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,6,6,1,16.67
11420,2026-03-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.74,2.96,9,8,1,11.11
11420,2026-04-01T00:00:00.000Z,2,2,0,2,0.00,40.13,40.13,49.21,9,8,1,11.11
11420,2026-05-01T00:00:00.000Z,4,4,4,0,100.00,12.52,13.36,17.92,2,2,0,0.00
11420,2026-06-01T00:00:00.000Z,1,1,1,0,100.00,29.04,29.04,29.04,7,7,0,0.00
11420,2026-07-01T00:00:00.000Z,null,null,null,null,null,null,null,null,6,6,0,0.00
11420,2026-08-01T00:00:00.000Z,3,3,2,1,66.67,25.29,25.29,27.29,6,6,0,0.00
11420,2026-09-01T00:00:00.000Z,1,0,0,0,null,null,null,null,3,3,0,0.00
11421,2025-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,6,6,0,0.00
11421,2025-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,7,7,0,0.00
11421,2025-03-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,5,5,0,0.00
11421,2025-04-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,4,4,0,0.00
11421,2025-05-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,7,7,0,0.00
11421,2025-06-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.47,2.79,4,4,2,50.00
11421,2025-07-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.00,0.00,7,7,0,0.00
11421,2025-08-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,5,4,0,0.00
11421,2025-09-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11421,2025-10-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,3,3,0,0.00
11421,2025-11-01T00:00:00.000Z,null,null,null,null,null,null,null,null,7,7,0,0.00
11421,2025-12-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,11,11,0,0.00
11421,2026-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,5,5,0,0.00
11421,2026-02-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.00,0.00,3,3,0,0.00
11421,2026-03-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.38,1.13,15,15,1,6.67
11421,2026-04-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,10,10,0,0.00
11421,2026-05-01T00:00:00.000Z,1,1,1,0,100.00,22.29,22.29,22.29,4,4,0,0.00
11421,2026-06-01T00:00:00.000Z,2,2,1,1,50.00,6.88,6.88,6.88,9,9,0,0.00
11421,2026-07-01T00:00:00.000Z,1,1,1,0,100.00,7.42,7.42,7.42,6,5,0,0.00
11421,2026-08-01T00:00:00.000Z,2,0,0,0,null,null,null,null,6,5,0,0.00
11421,2026-09-01T00:00:00.000Z,1,0,0,0,null,null,null,null,null,null,null,null
11422,2025-01-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,4,0,0.00
11422,2025-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,4,4,0,0.00
11422,2025-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
11422,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,3,3,0,0.00
11422,2025-05-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11422,2025-06-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,3,3,0,0.00
11422,2025-07-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11422,2025-08-01T00:00:00.000Z,null,null,null,null,null,null,null,null,9,8,0,0.00
11422,2025-09-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,null,null,null,null
11422,2025-10-01T00:00:00.000Z,null,null,null,null,null,null,null,null,8,8,0,0.00
11422,2025-11-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,4,4,0,0.00
11422,2025-12-01T00:00:00.000Z,null,null,null,null,null,null,null,null,5,5,0,0.00
11422,2026-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,1,1,0,0.00
11422,2026-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,null,null,null,null
11422,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,10,10,0,0.00
11422,2026-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
